Monthly Mosquito Count,PRCP,TMAX,TMIN
1,0.0,28.3,18.9
1,0.0,26.7,17.2
1,0.0,23.3,17.2
1,0.0,20.0,15.6
1,0.0,26.7,15.0
1,0.0,24.4,13.9
1,0.0,22.2,10.0
1,0.0,22.2,14.4
1,0.0,22.8,11.7
1,0.0,23.9,9.4
1,0.0,22.2,8.3
1,0.0,23.3,9.4
1,0.0,21.1,6.1
1,0.0,23.9,6.7
1,0.0,26.7,12.8
1,0.0,25.0,13.9
1,0.0,26.7,12.2
1,0.0,26.7,14.4
0,0.0,25.0,11.1
0,0.0,24.4,14.4
0,1.5,26.7,14.4
0,0.3,18.9,13.9
0,0.0,25.6,12.8
0,0.0,26.7,16.7
0,0.5,20.6,16.1
0,0.0,28.3,16.1
0,0.0,30.6,20.0
0,0.0,29.4,19.4
0,0.0,29.4,17.8
0,0.0,28.9,17.8
0,0.0,27.2,17.8
0,0.0,26.7,16.1
0,0.0,26.1,14.4
0,0.0,26.1,15.6
0,0.8,23.3,13.9
0,0.0,19.4,6.1
0,0.0,23.9,11.7
0,0.0,25.0,16.1
0,0.0,23.9,15.6
0,0.0,19.4,10.6
0,0.0,21.7,7.8
0,0.0,23.3,5.6
0,0.0,22.8,7.8
0,0.0,23.9,7.8
0,0.0,26.7,10.6
0,0.0,28.3,15.6
0,0.0,28.9,14.4
0,0.0,26.7,18.3
0,2.0,21.7,10.0
1,0.0,25.6,18.9
1,0.0,25.0,16.1
1,0.3,28.3,16.1
1,78.7,22.2,18.3
1,0.0,23.3,16.7
1,0.0,25.0,14.4
1,0.0,28.3,15.6
1,0.0,29.4,17.2
1,0.0,30.0,16.7
1,0.3,29.4,17.2
1,0.0,30.6,21.1
1,0.0,26.7,22.8
1,0.0,27.8,20.0
1,0.0,29.4,20.6
1,0.0,30.0,20.0
1,9.1,32.8,20.6
1,0.0,31.7,20.0
1,0.0,30.0,19.4
1,0.0,30.6,21.7
1,0.0,26.1,18.3
1,5.1,30.0,16.1
1,6.6,28.9,19.4
1,0.0,30.6,19.4
1,0.0,28.9,16.7
1,0.0,27.8,18.3
1,0.0,29.4,17.8
1,0.0,30.6,19.4
1,0.0,30.0,18.9
1,0.0,29.4,18.9
1,0.0,30.0,20.0
2,34.3,23.9,18.9
2,0.0,26.1,19.4
2,0.0,27.2,18.9
2,0.0,26.7,18.3
2,0.0,25.0,18.3
2,0.0,23.9,16.7
2,0.0,25.0,13.9
2,0.0,26.1,15.6
2,0.0,28.9,15.0
2,0.0,30.6,17.8
2,0.0,29.4,21.7
2,0.0,28.9,22.2
2,0.0,29.4,18.3
2,0.0,29.4,15.0
2,0.0,31.1,15.0
2,0.0,28.3,17.2
2,0.0,29.4,18.9
2,0.0,30.6,20.6
2,0.0,30.6,18.9
2,0.0,31.7,20.0
2,2.8,30.0,19.4
2,0.0,30.0,20.0
2,0.0,30.0,21.7
2,0.0,32.2,21.1
2,0.0,34.4,21.7
2,0.0,31.7,18.9
2,0.0,33.3,18.3
2,0.0,33.9,21.7
2,0.5,33.3,22.2
2,0.0,33.9,22.2
2,13.5,33.3,22.8
2,9.7,30.6,22.8
2,0.0,31.1,22.8
2,25.4,27.8,23.3
2,0.0,29.4,24.4
2,8.4,30.0,23.3
2,42.2,27.2,23.9
2,0.0,29.4,25.0
2,58.9,30.6,22.2
2,4.1,31.7,22.8
2,0.0,31.7,23.9
2,13.7,32.8,24.4
2,0.0,33.9,22.8
2,0.0,31.7,24.4
2,0.0,31.1,27.2
2,0.0,31.1,25.6
2,0.0,32.2,25.0
2,0.0,32.8,25.0
2,0.0,32.2,24.4
2,0.0,32.8,24.4
2,0.0,32.2,23.3
2,0.0,32.8,23.3
2,0.0,32.2,22.8
2,12.2,33.3,22.8
2,0.0,33.3,23.9
2,3.3,33.9,23.3
2,0.0,32.2,23.3
2,0.0,32.2,22.2
2,20.8,31.7,23.9
2,7.1,32.2,24.4
2,16.3,31.7,23.9
3,41.1,26.7,23.3
3,23.6,32.2,23.3
3,76.7,32.2,23.3
3,4.1,32.2,22.8
3,4.3,31.7,23.3
3,0.0,33.3,23.3
3,0.0,33.9,24.4
3,6.6,33.9,24.4
3,0.0,33.9,23.3
3,23.9,31.7,23.3
3,0.0,30.6,23.9
3,3.3,30.6,23.9
3,12.7,30.0,23.3
3,0.5,30.6,23.3
3,24.1,32.8,23.3
3,0.5,31.7,23.3
3,2.5,32.2,22.8
3,24.6,29.4,22.2
3,0.8,31.1,22.8
3,0.8,31.1,22.8
3,0.0,31.7,23.3
3,0.0,31.7,25.0
3,0.0,31.7,27.2
3,0.0,31.7,27.8
3,0.0,31.7,28.3
3,4.6,32.8,25.6
3,0.0,33.3,25.6
3,0.0,32.2,24.4
3,4.8,33.3,23.9
3,4.8,34.4,23.9
3,0.0,33.3,25.0
3,0.0,32.2,24.4
3,0.3,32.2,23.9
3,0.0,33.3,25.0
3,0.3,32.2,27.8
3,0.0,33.3,27.2
3,18.5,32.2,24.4
3,22.9,33.3,22.8
3,3.8,33.3,24.4
3,24.1,33.3,22.8
3,1.5,33.3,23.3
3,0.0,33.9,23.9
3,0.0,33.9,24.4
3,0.3,32.8,23.9
3,0.0,32.8,25.6
3,0.0,31.1,24.4
3,8.1,32.2,25.0
3,7.9,33.3,23.9
3,24.4,33.3,23.3
3,20.6,33.9,23.9
3,7.1,33.9,23.9
3,13.5,34.4,23.3
3,28.7,33.3,23.3
3,41.9,32.8,23.3
3,20.3,32.8,23.9
3,0.0,31.1,23.3
3,0.0,32.8,23.3
3,4.8,31.7,22.8
3,0.0,32.8,22.2
3,4.1,33.3,22.8
3,34.5,31.1,23.9
3,0.0,31.1,24.4
3,1.5,31.7,24.4
3,0.5,32.2,23.9
3,0.8,31.7,25.0
3,35.3,33.3,22.8
3,2.3,33.9,24.4
3,23.9,32.8,22.8
3,0.5,32.2,22.8
3,0.0,32.2,22.8
3,0.0,33.9,24.4
3,0.0,33.3,23.9
3,0.0,32.8,23.9
3,0.0,31.7,23.3
3,0.0,31.7,22.8
3,0.0,32.2,23.9
3,26.4,34.4,22.8
3,30.2,32.8,22.8
3,3.8,32.8,23.3
3,3.0,32.8,23.3
3,0.0,32.2,23.3
3,0.0,32.2,23.3
3,0.0,30.6,21.7
3,0.0,31.7,23.9
3,76.2,28.3,24.4
3,50.3,27.2,22.8
3,48.8,27.8,22.2
3,0.0,31.7,24.4
3,0.0,31.1,22.2
3,0.0,32.2,22.2
3,0.0,32.2,22.2
3,0.0,31.7,21.7
2,0.0,33.3,22.2
2,0.0,32.8,22.8
2,0.0,32.8,22.8
2,0.0,31.7,23.9
2,0.0,31.7,22.8
2,0.0,30.6,22.2
2,7.4,30.6,23.9
2,0.0,29.4,23.9
2,0.0,26.7,20.6
2,0.0,30.6,19.4
2,0.0,31.1,19.4
2,0.0,30.6,19.4
2,0.0,31.1,18.9
2,0.0,30.6,19.4
2,0.0,28.9,20.0
2,0.0,27.8,21.1
2,0.0,29.4,20.6
2,0.0,30.6,21.7
2,0.0,30.6,22.8
2,0.0,30.6,23.3
2,0.0,30.0,22.2
2,6.4,30.6,21.7
2,0.3,27.2,21.7
2,0.0,23.9,16.7
2,0.0,27.8,15.6
2,0.0,27.2,15.6
2,0.0,27.8,13.9
2,0.0,29.4,15.6
2,0.0,30.0,17.8
2,0.0,30.6,19.4
2,0.0,30.0,18.9
2,0.0,29.4,20.6
2,6.1,26.7,19.4
2,0.0,25.6,16.7
2,0.0,28.3,15.0
2,0.0,28.9,18.9
2,0.0,30.6,21.1
2,0.0,28.3,19.4
2,0.0,27.8,18.9
2,0.0,28.9,18.3
2,0.0,29.4,19.4
2,0.0,29.4,20.0
2,0.3,27.2,18.9
2,0.0,21.1,12.8
2,0.0,26.7,11.7
2,0.0,25.0,17.2
2,0.8,26.7,21.1
2,0.0,30.0,21.7
2,0.0,27.8,20.6
2,0.0,28.9,21.7
2,18.0,28.9,19.4
2,0.0,30.0,22.8
2,0.0,30.0,20.6
2,0.0,29.4,18.3
2,0.0,23.3,15.6
2,0.0,26.1,16.1
2,8.6,28.9,20.0
2,0.5,23.3,10.6
2,0.0,18.9,4.4
2,0.0,23.3,10.6
2,0.0,25.0,12.8
0,0.0,25.0,15.6
0,0.0,21.1,14.4
0,0.0,25.0,15.0
0,0.0,27.8,16.7
0,0.0,28.3,17.8
0,0.0,28.9,18.3
0,0.0,27.8,17.8
0,0.0,30.0,17.8
0,0.0,28.3,17.8
0,0.3,27.2,15.0
0,0.0,28.9,18.3
0,0.0,23.9,12.8
0,0.0,25.6,10.6
0,0.0,28.3,17.2
0,0.5,23.9,16.1
0,0.0,18.9,10.6
0,0.0,22.8,8.3
0,0.0,23.3,6.7
0,0.0,26.1,8.3
0,0.0,29.4,14.4
0,0.0,30.6,20.0
0,0.0,28.9,20.6
0,0.0,28.3,18.9
0,0.0,23.3,11.1
0,0.0,25.6,10.0
0,0.0,27.2,16.1
0,0.0,26.7,17.2
0,0.0,28.3,18.3
0,4.6,25.0,17.8
0,0.0,20.6,16.7
0,0.0,20.0,15.6
1,0.0,26.7,11.7
1,0.0,26.1,15.0
1,0.0,26.1,15.6
1,0.0,27.2,15.6
1,0.0,26.7,15.0
1,0.0,27.8,17.2
1,0.0,28.9,18.9
1,16.3,25.6,20.0
1,0.3,22.2,14.4
1,0.0,26.7,12.8
1,0.0,28.3,13.9
1,0.0,29.4,17.8
1,0.0,30.6,17.2
1,0.0,28.3,20.6
1,0.5,28.3,17.8
1,0.0,26.1,12.8
1,2.8,30.6,17.2
1,11.7,27.2,19.4
1,0.0,23.3,17.8
1,0.0,23.9,15.6
1,0.0,24.4,15.6
1,0.0,25.0,13.9
1,0.0,25.0,17.8
1,0.0,26.1,16.1
1,0.0,26.7,17.2
1,0.0,30.0,18.3
1,0.0,29.4,19.4
1,0.0,31.7,21.1
1,0.0,31.7,22.2
1,0.0,31.1,22.8
2,0.0,30.6,21.1
2,85.9,28.3,21.7
2,15.2,24.4,18.3
2,0.0,28.9,14.4
2,0.0,31.1,16.7
2,0.0,30.0,17.8
2,0.0,30.0,20.0
2,0.0,32.2,20.6
2,0.0,30.6,21.1
2,0.0,31.7,21.7
2,0.0,31.1,23.3
2,0.0,32.8,21.7
2,0.0,32.8,22.2
2,19.8,33.3,22.2
2,12.2,29.4,22.8
2,0.0,26.1,19.4
2,0.0,29.4,17.2
2,0.0,31.1,16.7
2,0.0,31.1,17.8
2,0.0,31.7,18.9
2,0.0,30.0,18.3
2,0.0,29.4,18.9
2,0.0,29.4,20.0
2,0.0,30.0,20.0
2,2.8,32.2,22.8
2,10.7,32.2,21.1
2,18.3,30.0,21.7
2,0.0,30.0,21.7
2,0.0,30.6,21.7
2,3.8,30.6,21.7
2,10.4,31.7,21.1
3,0.5,32.2,22.8
3,0.0,29.4,22.8
3,0.0,28.9,22.2
3,0.0,31.1,21.1
3,0.0,30.0,21.7
3,0.0,30.6,22.8
3,0.0,31.1,22.2
3,11.7,31.1,22.8
3,0.0,30.6,22.2
3,42.4,31.7,21.1
3,20.1,30.6,22.2
3,0.0,30.0,21.7
3,18.3,30.0,22.8
3,1.0,30.6,22.2
3,0.0,31.1,21.7
3,3.0,34.4,22.8
3,0.0,32.8,21.7
3,53.6,32.2,22.2
3,0.0,30.6,21.7
3,0.0,31.1,22.8
3,0.0,31.1,26.7
3,0.0,31.1,27.2
3,0.0,31.7,27.8
3,0.0,31.7,26.7
3,0.0,33.9,25.6
3,0.0,34.4,24.4
3,11.2,36.1,25.0
3,0.0,34.4,24.4
3,0.3,35.6,26.1
3,15.2,35.6,24.4
3,0.0,33.9,25.6
3,1.8,33.9,25.0
3,1.3,32.8,25.0
3,0.0,32.2,24.4
3,0.0,31.7,24.4
3,0.0,32.2,23.9
3,0.0,32.2,23.9
3,0.0,33.9,25.0
3,0.0,32.8,25.6
3,0.0,33.9,25.6
3,0.0,33.9,24.4
3,0.0,33.9,24.4
3,0.0,33.3,23.9
3,0.0,33.3,24.4
3,31.5,31.7,23.9
3,11.7,30.6,24.4
3,6.4,32.2,25.0
3,0.0,32.8,23.3
3,0.0,33.3,23.9
3,0.0,33.3,24.4
3,0.0,33.9,23.9
3,0.0,32.2,22.8
3,0.0,33.3,23.9
3,0.0,32.8,25.0
3,1.0,33.3,25.0
3,0.0,33.9,25.0
3,0.0,33.9,25.6
3,0.0,33.9,28.9
3,0.3,33.3,26.1
3,0.8,33.3,24.4
3,0.0,32.8,23.3
3,0.0,34.4,23.3
3,0.0,35.6,24.4
3,0.0,35.0,25.0
3,0.0,33.9,25.6
3,7.9,32.8,26.7
3,0.3,33.3,25.0
3,0.0,33.9,25.0
3,0.0,33.9,25.0
3,1.3,33.9,24.4
3,0.5,33.9,25.6
3,1.3,33.9,25.6
3,0.0,34.4,25.0
3,0.0,34.4,25.6
3,7.9,32.2,26.7
3,12.7,30.6,24.4
3,2.0,32.2,24.4
3,0.0,33.3,25.0
3,0.0,33.9,25.0
3,0.0,33.9,25.0
3,0.0,34.4,24.4
3,13.0,35.0,25.0
3,9.9,34.4,23.9
3,0.0,35.0,23.9
3,0.0,35.0,25.0
3,0.0,35.0,25.6
3,0.0,35.0,23.9
3,0.0,35.0,23.3
3,0.3,35.6,23.9
3,0.8,32.8,24.4
3,24.9,36.1,23.9
3,18.3,35.6,22.8
3,2.0,35.6,25.0
3,19.1,34.4,26.1
3,8.9,,
3,0.5,,
3,0.0,31.7,22.8
3,0.0,32.2,22.8
3,4.1,31.7,23.3
3,0.0,31.7,22.8
3,0.0,31.1,23.3
3,0.0,33.9,22.8
3,0.0,31.7,23.3
3,1.3,32.8,23.3
3,5.6,33.9,23.3
3,0.3,31.1,22.8
3,0.0,31.7,22.8
3,0.0,32.2,23.3
3,23.4,27.8,22.8
3,0.0,32.8,21.1
3,36.8,27.8,21.1
3,5.3,28.9,21.7
3,0.0,30.6,22.8
3,13.5,29.4,22.2
3,0.0,29.4,21.7
3,14.7,31.1,22.2
3,9.7,31.7,21.7
3,63.8,31.7,22.8
3,36.8,32.8,22.8
3,5.1,31.7,23.3
3,10.9,30.6,23.3
3,5.8,30.0,23.3
2,0.0,30.6,25.0
2,0.0,31.7,23.3
2,0.0,30.6,23.3
2,75.2,28.9,21.1
2,0.0,25.6,15.6
2,0.0,27.8,16.1
2,8.9,30.0,21.7
2,0.0,31.1,21.1
2,0.0,32.2,22.2
2,0.0,32.2,21.1
2,0.0,32.2,21.1
2,0.0,31.7,21.1
2,13.0,32.2,22.2
2,13.2,29.4,23.3
2,2.0,28.3,18.9
2,0.0,27.8,17.8
2,0.0,27.8,16.7
2,0.0,27.8,15.0
2,0.0,29.4,16.7
2,0.0,30.6,18.3
2,0.0,29.4,20.6
2,0.0,30.0,20.6
2,0.0,28.9,17.8
2,0.0,27.8,16.7
2,0.0,26.1,16.7
2,0.0,27.2,14.4
2,0.0,28.9,13.3
2,0.0,30.0,17.2
2,0.0,27.8,18.3
2,0.0,28.9,18.9
2,0.0,25.0,18.3
2,0.0,21.7,10.6
2,0.0,19.4,7.8
2,0.0,23.9,7.2
2,0.0,27.8,13.3
2,0.0,28.3,16.1
2,0.0,27.2,18.3
2,0.0,26.7,15.0
2,17.8,23.3,12.2
2,4.6,20.6,13.9
2,0.0,24.4,13.3
2,0.0,24.4,12.2
2,0.0,25.0,11.7
2,0.0,25.0,10.6
2,0.0,20.0,13.3
2,0.0,22.2,10.6
2,0.0,27.8,14.4
2,34.5,26.7,17.8
2,0.0,20.0,8.3
2,0.0,17.2,5.6
2,0.0,20.0,7.8
2,0.0,22.8,12.2
2,0.0,26.7,18.3
2,0.0,28.3,21.7
2,0.0,26.7,21.1
2,44.5,26.7,20.0
2,4.1,22.2,7.8
2,0.0,21.7,6.7
2,0.0,16.7,6.7
2,0.0,22.8,7.8
2,0.0,25.6,11.7
1,0.3,27.2,15.0
1,0.3,26.1,17.2
1,0.0,27.8,17.2
1,0.0,27.8,16.7
1,0.0,27.2,18.3
1,0.0,26.7,17.8
1,0.0,21.7,15.6
1,0.0,19.4,14.4
1,0.0,17.8,12.8
1,0.0,18.9,6.1
1,0.0,18.3,6.7
1,0.0,15.0,5.6
1,0.0,20.0,5.0
1,0.0,19.4,4.4
1,0.0,20.0,4.4
1,0.0,20.6,6.1
1,0.0,22.8,11.7
1,0.0,20.6,6.7
1,0.0,23.3,8.3
1,0.0,25.0,11.1
1,1.5,26.1,15.0
1,0.5,25.0,18.9
1,0.0,27.2,18.3
1,7.6,26.7,18.9
1,0.0,20.6,13.3
1,0.0,23.3,11.7
1,0.0,25.6,17.2
1,0.0,25.0,16.1
1,0.0,24.4,16.1
1,1.8,22.2,19.4
1,0.0,20.6,16.7
